,Unnamed: 0,IDC,Prenom,Nom_x,email,adresse,MT_TOT,PMG,RECENCE
213,213,1760,Marc,Lazare,Marc.Lazare@dtc.de,"Rue des bananes, 50130 Veliko Curan",1006.5,4. P,0
214,214,1006,Josiane,Bouillave,Josiane.Bouillave@yopmail.com,"Hameau du hibours, 1180 Staro Selo",372.0,4. P,0
215,215,1722,Bodgan,Pavlovic,Bodgan.Pavlovic@gjunk.com,"Place des curkas, 50130 Montruc",425.0,4. P,7
216,216,1961,Mamadou,Testit,Mamadou.Testit@gjunk.com,"Hameau du hibours, 13370 Veliko Curan",10075.0,3. M,3
217,217,1778,Jeanette,Martin,Jeanette.Martin@yopmail.com,"Avenue des Schtroumps, 50130 Cheapbourg",26.0,4. P,10
218,218,1652,Josiane,Cule,Josiane.Cule@youpi.com,"Boulevard de la girafouine, 13370 Staro Selo",725.0,4. P,0
219,219,970,Laurence,Bouillave,Laurence.Bouillave@yopmail.com,"Rue des bananes, 1180 Cheapbourg",61.0,4. P,10
220,220,1621,Bodgan,Bouillave,Bodgan.Bouillave@minitel.fr,"Rue des bananes, 13370 Veliko Curan",590.0,4. P,11
221,221,1773,Laurence,Martin,Laurence.Martin@minitel.fr,"Avenue des Schtroumps, 50130 Staro Selo",1969.0,3. M,10
222,222,1667,Jeanette,Lazare,Jeanette.Lazare@dtc.de,"Hameau du hibours, 13370 Montruc",1011.0,4. P,11
223,223,1861,Jeanette,Pigox,Jeanette.Pigox@dtc.de,"Boulevard de la girafouine, 13370 Montruc",157.65,4. P,10
224,224,1988,Marc,Lazare,Marc.Lazare@dtc.de,"Avenue des Schtroumps, 13370 Veliko Curan",51.0,4. P,9
225,225,1550,Jean,Lazare,Jean.Lazare@hotme.com,"Rue des bananes, 13370 Veliko Curan",159245.0,1. TG,9
226,226,1762,Marc,Lazare,Marc.Lazare@gjunk.com,"Boulevard de la girafouine, 50130 Staro Selo",62.0,4. P,9
227,227,1991,Jean,Pigox,Jean.Pigox@dtc.de,"Place des curkas, 50130 Staro Selo",1572.0,4. P,0
228,228,1845,Bodgan,Bouillave,Bodgan.Bouillave@hotme.com,"Place des curkas, 50130 Montruc",844.3,4. P,1
229,229,1543,Jean,Testit,Jean.Testit@yopmail.com,"Rue des bananes, 50130 Veliko Curan",17087.0,2. G,8
230,230,1573,Jeanette,Bouillave,Jeanette.Bouillave@dtc.de,"Rue des bananes, 1180 Staro Selo",614.0,4. P,8
231,231,1507,Mamadou,Lazare,Mamadou.Lazare@yopmail.com,"Place des curkas, 13370 Staro Selo",1469.5,4. P,0
232,232,3164,Franck,Lazare,Franck.Lazare@yopmail.com,"Rue des bananes, 13370 Staro Selo",38001.0,2. G,0
233,233,1385,Franck,Testit,Franck.Testit@youpi.com,"Avenue des Schtroumps, 13370 Montruc",2206.7,3. M,1
234,234,1893,Mamadou,Maricic,Mamadou.Maricic@youpi.com,"Place des curkas, 13370 Montruc",8.0,4. P,10
235,235,2114,Franck,Pigox,Franck.Pigox@gjunk.com,"Hameau du hibours, 13370 Staro Selo",6394.0,3. M,7
236,236,1812,Jeanette,Martin,Jeanette.Martin@youpi.com,"Place des curkas, 50130 Montruc",9511.5,3. M,2
237,237,3265,Laurence,Lazare,Laurence.Lazare@minitel.fr,"Hameau du hibours, 13370 Staro Selo",382.0,4. P,3
238,238,1701,Laurent,Garcimore,Laurent.Garcimore@dtc.de,"Place des curkas, 1180 Cheapbourg",113.0,4. P,11
239,239,1964,Louis,Testit,Louis.Testit@youpi.com,"Hameau du hibours, 50130 Cheapbourg",37.5,4. P,10
240,240,802,Louis,Pavlovic,Louis.Pavlovic@dtc.de,"Avenue des Schtroumps, 50130 Cheapbourg",1695.5,3. M,18
241,241,925,Mamadou,Pigox,Mamadou.Pigox@dtc.de,"Place des curkas, 1180 Cheapbourg",4979.5,3. M,0
242,242,1618,Laurent,Maricic,Laurent.Maricic@gjunk.com,"Hameau du hibours, 1180 Veliko Curan",549.6,4. P,0
243,243,917,Laurent,Maricic,Laurent.Maricic@dtc.de,"Place des curkas, 1180 Staro Selo",1023.5,4. P,0
244,244,1924,Louis,Testit,Louis.Testit@dtc.de,"Rue des bananes, 13370 Staro Selo",203.0,4. P,7
245,245,1157,Franck,Martin,Franck.Martin@yopmail.com,"Hameau du hibours, 1180 Staro Selo",251.0,4. P,0
246,246,1394,Jeanette,Pigox,Jeanette.Pigox@youpi.com,"Avenue des Schtroumps, 1180 Staro Selo",5780.5,3. M,2
247,247,95,Laurent,Garcimore,Laurent.Garcimore@minitel.fr,"Hameau du hibours, 13370 Cheapbourg",3405.5,3. M,0
248,248,1601,Louis,Garcimore,Louis.Garcimore@gjunk.com,"Boulevard de la girafouine, 13370 Montruc",90.0,4. P,8
249,249,341,Jean,Pigox,Jean.Pigox@yopmail.com,"Avenue des Schtroumps, 13370 Cheapbourg",20.0,4. P,1
250,250,1108,Louis,Martin,Louis.Martin@hotme.com,"Boulevard de la girafouine, 50130 Montruc",1159.0,4. P,16
251,251,1086,Louis,Pavlovic,Louis.Pavlovic@minitel.fr,"Place des curkas, 13370 Montruc",811.3,4. P,14
252,252,1914,Laurence,Pigox,Laurence.Pigox@yopmail.com,"Rue des bananes, 1180 Cheapbourg",11140.4,2. G,0
253,253,2186,Laurence,Testit,Laurence.Testit@gjunk.com,"Boulevard de la girafouine, 50130 Cheapbourg",17979.0,2. G,0
254,254,1877,Laurence,Martin,Laurence.Martin@gjunk.com,"Avenue des Schtroumps, 50130 Veliko Curan",10.0,4. P,10
255,255,1026,Louis,Lazare,Louis.Lazare@minitel.fr,"Place des curkas, 1180 Montruc",2201.0,3. M,0
256,256,736,Jeanette,Cule,Jeanette.Cule@minitel.fr,"Hameau du hibours, 1180 Staro Selo",7010.3,3. M,4
257,257,534,Franck,Bouillave,Franck.Bouillave@youpi.com,"Rue des bananes, 13370 Montruc",980.0,4. P,2
258,258,1364,Mamadou,Maricic,Mamadou.Maricic@dtc.de,"Boulevard de la girafouine, 1180 Staro Selo",21890.5,2. G,5
259,259,1800,Marc,Lazare,Marc.Lazare@yopmail.com,"Boulevard de la girafouine, 13370 Staro Selo",437.0,4. P,0
260,260,1120,Bodgan,Lazare,Bodgan.Lazare@yopmail.com,"Place des curkas, 1180 Cheapbourg",27447.0,2. G,0
261,261,1008,Louis,Pigox,Louis.Pigox@minitel.fr,"Avenue des Schtroumps, 13370 Montruc",8419.0,3. M,0
262,262,1338,Bodgan,Garcimore,Bodgan.Garcimore@dtc.de,"Hameau du hibours, 1180 Staro Selo",4060.0,3. M,0
263,263,1217,Jean,Lazare,Jean.Lazare@dtc.de,"Hameau du hibours, 50130 Veliko Curan",1247.5,4. P,0
264,264,1734,Bodgan,Garcimore,Bodgan.Garcimore@yopmail.com,"Place des curkas, 13370 Staro Selo",10.0,4. P,11
265,265,414,Mamadou,Martin,Mamadou.Martin@dtc.de,"Rue des bananes, 1180 Veliko Curan",373.1,4. P,16
266,266,1830,Franck,Martin,Franck.Martin@youpi.com,"Avenue des Schtroumps, 13370 Montruc",17.0,4. P,10
267,267,1321,Jean,Kezman,Jean.Kezman@minitel.fr,"Rue des bananes, 13370 Cheapbourg",1328.5,4. P,1
268,268,2722,Jean,Bouillave,Jean.Bouillave@hotme.com,"Avenue des Schtroumps, 1180 Cheapbourg",51495.5,1. TG,0
269,269,1909,Louis,Pavlovic,Louis.Pavlovic@hotme.com,"Rue des bananes, 50130 Cheapbourg",7868.5,3. M,3
270,270,1584,Marc,Lazare,Marc.Lazare@youpi.com,"Place des curkas, 1180 Veliko Curan",53257.5,1. TG,0
271,271,1308,Franck,Kezman,Franck.Kezman@hotme.com,"Avenue des Schtroumps, 13370 Montruc",24.0,4. P,16
272,272,1283,Mamadou,Cule,Mamadou.Cule@minitel.fr,"Hameau du hibours, 13370 Veliko Curan",1808.5,3. M,0
273,273,320,Franck,Kezman,Franck.Kezman@minitel.fr,"Rue des bananes, 50130 Montruc",493.85,4. P,1
274,274,1253,Laurent,Kezman,Laurent.Kezman@gjunk.com,"Boulevard de la girafouine, 13370 Montruc",60.5,4. P,14
275,275,940,Josiane,Pavlovic,Josiane.Pavlovic@gjunk.com,"Rue des bananes, 50130 Veliko Curan",25.0,4. P,22
276,276,1007,Laurence,Pavlovic,Laurence.Pavlovic@yopmail.com,"Avenue des Schtroumps, 13370 Montruc",705.0,4. P,12
277,277,2153,Laurent,Cule,Laurent.Cule@hotme.com,"Avenue des Schtroumps, 1180 Staro Selo",16787.5,2. G,0
278,278,1655,Franck,Pigox,Franck.Pigox@gjunk.com,"Avenue des Schtroumps, 1180 Staro Selo",41.0,4. P,10
279,279,1651,Louis,Bouillave,Louis.Bouillave@dtc.de,"Rue des bananes, 50130 Montruc",177.0,4. P,3
280,280,1578,Marc,Lazare,Marc.Lazare@dtc.de,"Avenue des Schtroumps, 1180 Staro Selo",1290439.0,1. TG,0
281,281,1606,Jeanette,Martin,Jeanette.Martin@minitel.fr,"Hameau du hibours, 1180 Cheapbourg",132.0,4. P,1
282,282,813,Bodgan,Pigox,Bodgan.Pigox@yopmail.com,"Rue des bananes, 50130 Veliko Curan",2255.0,3. M,0
283,283,1739,Jeanette,Bouillave,Jeanette.Bouillave@dtc.de,"Place des curkas, 50130 Veliko Curan",6969.0,3. M,0
284,284,1754,Franck,Lazare,Franck.Lazare@minitel.fr,"Avenue des Schtroumps, 13370 Staro Selo",41.5,4. P,10
285,285,1625,Franck,Maricic,Franck.Maricic@yopmail.com,"Boulevard de la girafouine, 50130 Cheapbourg",729.4,4. P,2
286,286,1826,Louis,Testit,Louis.Testit@youpi.com,"Hameau du hibours, 1180 Cheapbourg",704.0,4. P,0
287,287,1018,Franck,Garcimore,Franck.Garcimore@yopmail.com,"Place des curkas, 1180 Cheapbourg",6987.2,3. M,0
288,288,1779,Laurence,Testit,Laurence.Testit@gjunk.com,"Place des curkas, 13370 Staro Selo",10.0,4. P,10
289,289,1939,Marc,Lazare,Marc.Lazare@minitel.fr,"Hameau du hibours, 50130 Staro Selo",9.0,4. P,10
290,290,1672,Laurence,Pavlovic,Laurence.Pavlovic@minitel.fr,"Place des curkas, 13370 Staro Selo",2272.0,3. M,0
291,291,1064,Franck,Cule,Franck.Cule@hotme.com,"Boulevard de la girafouine, 1180 Veliko Curan",180401.5,1. TG,0
292,292,1024,Laurent,Pavlovic,Laurent.Pavlovic@minitel.fr,"Place des curkas, 13370 Staro Selo",1909.0,3. M,17
293,293,2266,Louis,Pigox,Louis.Pigox@gjunk.com,"Avenue des Schtroumps, 1180 Montruc",5461.5,3. M,0
294,294,90,Franck,Bouillave,Franck.Bouillave@youpi.com,"Place des curkas, 1180 Staro Selo",432.5,4. P,5
295,295,1352,Louis,Martin,Louis.Martin@minitel.fr,"Rue des bananes, 1180 Montruc",6686.5,3. M,3
296,296,1659,Jeanette,Bouillave,Jeanette.Bouillave@yopmail.com,"Place des curkas, 13370 Cheapbourg",790.5,4. P,7
297,297,1153,Franck,Cule,Franck.Cule@yopmail.com,"Boulevard de la girafouine, 13370 Montruc",110749.2,1. TG,0
298,298,1171,Franck,Testit,Franck.Testit@youpi.com,"Avenue des Schtroumps, 50130 Montruc",4506.2,3. M,1
299,299,1598,Mamadou,Testit,Mamadou.Testit@youpi.com,"Avenue des Schtroumps, 1180 Staro Selo",18.0,4. P,11
300,300,1711,Marc,Martin,Marc.Martin@minitel.fr,"Boulevard de la girafouine, 1180 Veliko Curan",55.0,4. P,7
301,301,795,Laurent,Kezman,Laurent.Kezman@hotme.com,"Place des curkas, 13370 Montruc",384.5,4. P,2
302,302,1314,Franck,Martin,Franck.Martin@dtc.de,"Avenue des Schtroumps, 1180 Cheapbourg",3066.85,3. M,1
303,303,1075,Mamadou,Cule,Mamadou.Cule@yopmail.com,"Hameau du hibours, 1180 Veliko Curan",420.5,4. P,1
304,304,1745,Louis,Martin,Louis.Martin@minitel.fr,"Place des curkas, 50130 Staro Selo",794.5,4. P,1
305,305,1803,Louis,Garcimore,Louis.Garcimore@youpi.com,"Place des curkas, 50130 Cheapbourg",10.0,4. P,10
306,306,1037,Bodgan,Lazare,Bodgan.Lazare@minitel.fr,"Rue des bananes, 13370 Veliko Curan",5583.7,3. M,0
307,307,1899,Laurent,Pigox,Laurent.Pigox@gjunk.com,"Rue des bananes, 1180 Montruc",49.0,4. P,1
308,308,1685,Mamadou,Kezman,Mamadou.Kezman@hotme.com,"Rue des bananes, 13370 Cheapbourg",4170.5,3. M,0
309,309,1311,Mamadou,Garcimore,Mamadou.Garcimore@gjunk.com,"Avenue des Schtroumps, 1180 Veliko Curan",31.6,4. P,16
310,310,398,Laurent,Bouillave,Laurent.Bouillave@minitel.fr,"Place des curkas, 13370 Cheapbourg",5.0,4. P,20
311,311,1206,Marc,Pavlovic,Marc.Pavlovic@yopmail.com,"Hameau du hibours, 50130 Montruc",5118.0,3. M,0
312,312,507,Laurence,Kezman,Laurence.Kezman@yopmail.com,"Rue des bananes, 50130 Veliko Curan",214.0,4. P,0
313,313,1175,Jeanette,Garcimore,Jeanette.Garcimore@hotme.com,"Boulevard de la girafouine, 13370 Veliko Curan",597.5,4. P,1
314,314,1140,Laurence,Pigox,Laurence.Pigox@yopmail.com,"Hameau du hibours, 13370 Staro Selo",36.5,4. P,13
315,315,1634,Louis,Cule,Louis.Cule@gjunk.com,"Hameau du hibours, 13370 Montruc",37.0,4. P,8
316,316,1142,Marc,Martin,Marc.Martin@dtc.de,"Boulevard de la girafouine, 50130 Cheapbourg",2844.0,3. M,8
317,317,379,Bodgan,Lazare,Bodgan.Lazare@yopmail.com,"Hameau du hibours, 50130 Staro Selo",340.15,4. P,7
318,318,1765,Jean,Martin,Jean.Martin@youpi.com,"Place des curkas, 50130 Veliko Curan",478.0,4. P,0
319,319,1844,Laurent,Cule,Laurent.Cule@dtc.de,"Hameau du hibours, 13370 Veliko Curan",52.5,4. P,10
320,320,1953,Laurent,Kezman,Laurent.Kezman@youpi.com,"Boulevard de la girafouine, 13370 Montruc",21.0,4. P,10
321,321,1619,Mamadou,Pavlovic,Mamadou.Pavlovic@youpi.com,"Rue des bananes, 1180 Staro Selo",707.5,4. P,6
322,322,1807,Laurent,Bouillave,Laurent.Bouillave@minitel.fr,"Place des curkas, 13370 Montruc",178.5,4. P,8
323,323,1448,Bodgan,Pavlovic,Bodgan.Pavlovic@minitel.fr,"Rue des bananes, 13370 Veliko Curan",1152.5,4. P,6
324,324,1113,Jean,Lazare,Jean.Lazare@hotme.com,"Rue des bananes, 50130 Cheapbourg",22129.0,2. G,0
325,325,1118,Josiane,Pigox,Josiane.Pigox@dtc.de,"Avenue des Schtroumps, 1180 Staro Selo",125.0,4. P,13
326,326,1193,Mamadou,Pigox,Mamadou.Pigox@youpi.com,"Hameau du hibours, 1180 Montruc",496.0,4. P,6
327,327,1096,Marc,Lazare,Marc.Lazare@minitel.fr,"Hameau du hibours, 1180 Montruc",170.5,4. P,8
328,328,1300,Laurent,Testit,Laurent.Testit@minitel.fr,"Hameau du hibours, 50130 Cheapbourg",119.0,4. P,16
329,329,1631,Josiane,Maricic,Josiane.Maricic@gjunk.com,"Hameau du hibours, 50130 Staro Selo",53.5,4. P,10
330,330,1434,Franck,Testit,Franck.Testit@dtc.de,"Boulevard de la girafouine, 1180 Cheapbourg",2345.0,3. M,0
331,331,374,Jean,Pigox,Jean.Pigox@gjunk.com,"Hameau du hibours, 13370 Veliko Curan",341.35,4. P,10
332,332,1984,Laurent,Lazare,Laurent.Lazare@gjunk.com,"Place des curkas, 50130 Montruc",121.0,4. P,2
333,333,1067,Louis,Lazare,Louis.Lazare@youpi.com,"Rue des bananes, 1180 Cheapbourg",18608.1,2. G,0
334,334,1263,Franck,Maricic,Franck.Maricic@hotme.com,"Hameau du hibours, 50130 Staro Selo",228.0,4. P,0
335,335,1046,Louis,Pavlovic,Louis.Pavlovic@yopmail.com,"Avenue des Schtroumps, 50130 Veliko Curan",157.5,4. P,9
336,336,1758,Laurence,Testit,Laurence.Testit@youpi.com,"Avenue des Schtroumps, 13370 Staro Selo",284.0,4. P,7
337,337,1132,Franck,Testit,Franck.Testit@yopmail.com,"Boulevard de la girafouine, 13370 Veliko Curan",50.0,4. P,6
338,338,1548,Marc,Cule,Marc.Cule@minitel.fr,"Avenue des Schtroumps, 1180 Montruc",1850.0,3. M,8
339,339,306,Louis,Maricic,Louis.Maricic@hotme.com,"Hameau du hibours, 13370 Cheapbourg",26.0,4. P,16
340,340,96,Louis,Martin,Louis.Martin@yopmail.com,"Boulevard de la girafouine, 50130 Montruc",541.5,4. P,0
341,341,1585,Bodgan,Garcimore,Bodgan.Garcimore@minitel.fr,"Rue des bananes, 13370 Staro Selo",2347.5,3. M,1
342,342,1378,Jeanette,Kezman,Jeanette.Kezman@yopmail.com,"Avenue des Schtroumps, 1180 Staro Selo",97.0,4. P,15
343,343,1379,Laurent,Bouillave,Laurent.Bouillave@youpi.com,"Place des curkas, 1180 Montruc",238.5,4. P,14
344,344,1116,Mamadou,Lazare,Mamadou.Lazare@yopmail.com,"Hameau du hibours, 13370 Cheapbourg",3675.0,3. M,0
345,345,1673,Franck,Kezman,Franck.Kezman@dtc.de,"Place des curkas, 13370 Cheapbourg",10079.0,3. M,0
346,346,1854,Marc,Maricic,Marc.Maricic@minitel.fr,"Avenue des Schtroumps, 50130 Cheapbourg",23292.95,2. G,0
347,347,1724,Mamadou,Testit,Mamadou.Testit@gjunk.com,"Avenue des Schtroumps, 13370 Cheapbourg",10.0,4. P,11
348,348,271,Franck,Bouillave,Franck.Bouillave@youpi.com,"Place des curkas, 13370 Veliko Curan",8039.5,3. M,0
349,349,1398,Louis,Lazare,Louis.Lazare@youpi.com,"Hameau du hibours, 50130 Cheapbourg",102.2,4. P,14
350,350,1838,Bodgan,Cule,Bodgan.Cule@hotme.com,"Boulevard de la girafouine, 1180 Veliko Curan",215.0,4. P,10
351,351,799,Louis,Cule,Louis.Cule@hotme.com,"Hameau du hibours, 13370 Montruc",51.0,4. P,12
352,352,1102,Josiane,Martin,Josiane.Martin@dtc.de,"Hameau du hibours, 50130 Staro Selo",3667.0,3. M,6
353,353,1730,Franck,Maricic,Franck.Maricic@youpi.com,"Boulevard de la girafouine, 13370 Montruc",2363.0,3. M,6
354,354,1499,Franck,Bouillave,Franck.Bouillave@yopmail.com,"Boulevard de la girafouine, 50130 Cheapbourg",3909.9,3. M,0
355,355,1072,Laurence,Pigox,Laurence.Pigox@gjunk.com,"Place des curkas, 13370 Staro Selo",9561.5,3. M,0
356,356,715,Mamadou,Martin,Mamadou.Martin@dtc.de,"Rue des bananes, 1180 Montruc",1881.0,3. M,0
357,357,1926,Josiane,Garcimore,Josiane.Garcimore@hotme.com,"Hameau du hibours, 1180 Cheapbourg",227.5,4. P,6
358,358,202,Josiane,Pigox,Josiane.Pigox@youpi.com,"Hameau du hibours, 50130 Veliko Curan",71.0,4. P,14
359,359,1194,Josiane,Pavlovic,Josiane.Pavlovic@youpi.com,"Hameau du hibours, 13370 Cheapbourg",59589.0,1. TG,0
360,360,1994,Laurence,Maricic,Laurence.Maricic@minitel.fr,"Avenue des Schtroumps, 50130 Staro Selo",1295.0,4. P,0
361,361,1400,Mamadou,Testit,Mamadou.Testit@gjunk.com,"Boulevard de la girafouine, 1180 Cheapbourg",145.0,4. P,13
362,362,1654,Laurence,Maricic,Laurence.Maricic@minitel.fr,"Boulevard de la girafouine, 50130 Montruc",80.0,4. P,2
363,363,1305,Louis,Martin,Louis.Martin@minitel.fr,"Avenue des Schtroumps, 1180 Veliko Curan",16.0,4. P,16
364,364,1043,Jeanette,Lazare,Jeanette.Lazare@yopmail.com,"Hameau du hibours, 1180 Staro Selo",50559.0,2. G,0
365,365,77,Louis,Pigox,Louis.Pigox@minitel.fr,"Rue des bananes, 1180 Veliko Curan",144.5,4. P,5
366,366,1764,Bodgan,Martin,Bodgan.Martin@gjunk.com,"Place des curkas, 13370 Veliko Curan",6231.5,3. M,0
367,367,1949,Bodgan,Pavlovic,Bodgan.Pavlovic@gjunk.com,"Place des curkas, 13370 Staro Selo",1805.5,3. M,0
368,368,1366,Franck,Martin,Franck.Martin@youpi.com,"Rue des bananes, 13370 Montruc",9.5,4. P,14
369,369,1178,Laurence,Testit,Laurence.Testit@minitel.fr,"Hameau du hibours, 13370 Cheapbourg",2686.0,3. M,11
370,370,1068,Laurence,Maricic,Laurence.Maricic@youpi.com,"Hameau du hibours, 13370 Veliko Curan",206.6,4. P,11
371,371,1741,Franck,Pigox,Franck.Pigox@minitel.fr,"Boulevard de la girafouine, 1180 Montruc",9589.5,3. M,0
372,372,1833,Mamadou,Testit,Mamadou.Testit@yopmail.com,"Place des curkas, 13370 Staro Selo",3940.5,3. M,8
373,373,1442,Mamadou,Martin,Mamadou.Martin@yopmail.com,"Place des curkas, 50130 Staro Selo",3950.0,3. M,0
374,374,1752,Laurence,Garcimore,Laurence.Garcimore@hotme.com,"Place des curkas, 50130 Cheapbourg",854.5,4. P,0
375,375,1487,Josiane,Pavlovic,Josiane.Pavlovic@hotme.com,"Boulevard de la girafouine, 50130 Veliko Curan",1681.5,3. M,9
376,376,828,Marc,Martin,Marc.Martin@hotme.com,"Avenue des Schtroumps, 13370 Veliko Curan",2242.0,3. M,0
377,377,642,Marc,Lazare,Marc.Lazare@minitel.fr,"Hameau du hibours, 1180 Montruc",194.5,4. P,1
378,378,1244,Jeanette,Testit,Jeanette.Testit@yopmail.com,"Hameau du hibours, 13370 Veliko Curan",38.0,4. P,1
379,379,79,Franck,Testit,Franck.Testit@yopmail.com,"Avenue des Schtroumps, 13370 Veliko Curan",3165.7,3. M,1
380,380,1708,Franck,Testit,Franck.Testit@youpi.com,"Avenue des Schtroumps, 50130 Cheapbourg",360.0,4. P,0
381,381,1683,Jean,Lazare,Jean.Lazare@gjunk.com,"Rue des bananes, 13370 Montruc",8078.5,3. M,0
382,382,1052,Franck,Pigox,Franck.Pigox@minitel.fr,"Avenue des Schtroumps, 50130 Staro Selo",71.0,4. P,1
383,383,1732,Josiane,Kezman,Josiane.Kezman@yopmail.com,"Place des curkas, 1180 Cheapbourg",8107.6,3. M,0
384,384,1878,Louis,Lazare,Louis.Lazare@yopmail.com,"Avenue des Schtroumps, 1180 Staro Selo",10.0,4. P,10
385,385,1365,Bodgan,Testit,Bodgan.Testit@dtc.de,"Boulevard de la girafouine, 1180 Staro Selo",66.0,4. P,0
386,386,1187,Mamadou,Martin,Mamadou.Martin@dtc.de,"Rue des bananes, 50130 Veliko Curan",788.0,4. P,1
387,387,105,Mamadou,Testit,Mamadou.Testit@yopmail.com,"Hameau du hibours, 13370 Staro Selo",6223.5,3. M,0
388,388,1588,Mamadou,Bouillave,Mamadou.Bouillave@youpi.com,"Hameau du hibours, 50130 Cheapbourg",51.5,4. P,6
389,389,168,Josiane,Garcimore,Josiane.Garcimore@minitel.fr,"Boulevard de la girafouine, 50130 Cheapbourg",18191.8,2. G,1
390,390,211,Josiane,Kezman,Josiane.Kezman@dtc.de,"Place des curkas, 13370 Staro Selo",326.9,4. P,0
391,391,728,Josiane,Cule,Josiane.Cule@minitel.fr,"Place des curkas, 13370 Montruc",532.5,4. P,15
392,392,995,Jean,Kezman,Jean.Kezman@minitel.fr,"Avenue des Schtroumps, 1180 Veliko Curan",72831.55,1. TG,2
393,393,1831,Marc,Cule,Marc.Cule@youpi.com,"Hameau du hibours, 13370 Veliko Curan",95.0,4. P,9
394,394,1904,Bodgan,Martin,Bodgan.Martin@gjunk.com,"Hameau du hibours, 1180 Veliko Curan",10.0,4. P,10
395,395,1804,Franck,Lazare,Franck.Lazare@dtc.de,"Rue des bananes, 50130 Montruc",568.0,4. P,3
396,396,1249,Marc,Maricic,Marc.Maricic@gjunk.com,"Rue des bananes, 50130 Veliko Curan",4428.0,3. M,0
397,397,1929,Franck,Lazare,Franck.Lazare@youpi.com,"Avenue des Schtroumps, 50130 Cheapbourg",36.5,4. P,10
398,398,1369,Louis,Testit,Louis.Testit@gjunk.com,"Hameau du hibours, 50130 Montruc",5705.15,3. M,0
399,399,787,Bodgan,Pavlovic,Bodgan.Pavlovic@minitel.fr,"Hameau du hibours, 1180 Veliko Curan",542.0,4. P,0
400,400,1147,Laurence,Cule,Laurence.Cule@minitel.fr,"Place des curkas, 50130 Veliko Curan",24163.0,2. G,15
401,401,1862,Marc,Cule,Marc.Cule@youpi.com,"Rue des bananes, 1180 Veliko Curan",91.5,4. P,9
402,402,1030,Laurence,Garcimore,Laurence.Garcimore@hotme.com,"Place des curkas, 1180 Staro Selo",20.0,4. P,20
403,403,1839,Mamadou,Maricic,Mamadou.Maricic@gjunk.com,"Avenue des Schtroumps, 13370 Staro Selo",17.0,4. P,10
404,404,1985,Mamadou,Kezman,Mamadou.Kezman@hotme.com,"Boulevard de la girafouine, 50130 Veliko Curan",92.0,4. P,8
405,405,2408,Bodgan,Maricic,Bodgan.Maricic@minitel.fr,"Hameau du hibours, 13370 Veliko Curan",3423.0,3. M,4
406,406,1841,Louis,Garcimore,Louis.Garcimore@yopmail.com,"Hameau du hibours, 13370 Veliko Curan",337.5,4. P,1
407,407,1755,Laurence,Pavlovic,Laurence.Pavlovic@hotme.com,"Boulevard de la girafouine, 1180 Montruc",2.0,4. P,10
408,408,1475,Josiane,Maricic,Josiane.Maricic@gjunk.com,"Place des curkas, 13370 Staro Selo",18.0,4. P,13
409,409,1895,Franck,Kezman,Franck.Kezman@minitel.fr,"Avenue des Schtroumps, 1180 Staro Selo",2.5,4. P,10
410,410,1462,Louis,Cule,Louis.Cule@dtc.de,"Place des curkas, 1180 Cheapbourg",2356.0,3. M,2
411,411,1795,Jean,Lazare,Jean.Lazare@hotme.com,"Avenue des Schtroumps, 50130 Montruc",714.0,4. P,0
412,412,1848,Jeanette,Pigox,Jeanette.Pigox@gjunk.com,"Hameau du hibours, 1180 Veliko Curan",28.5,4. P,10
413,413,1789,Laurence,Pigox,Laurence.Pigox@yopmail.com,"Rue des bananes, 1180 Cheapbourg",24205.5,2. G,2
414,414,1004,Louis,Bouillave,Louis.Bouillave@youpi.com,"Hameau du hibours, 50130 Veliko Curan",582.0,4. P,0
415,415,1725,Marc,Maricic,Marc.Maricic@gjunk.com,"Hameau du hibours, 13370 Montruc",43.0,4. P,11
416,416,1533,Jeanette,Pigox,Jeanette.Pigox@dtc.de,"Hameau du hibours, 50130 Veliko Curan",17.5,4. P,12
417,417,1696,Jean,Pigox,Jean.Pigox@gjunk.com,"Place des curkas, 13370 Staro Selo",259.0,4. P,3
418,418,709,Franck,Testit,Franck.Testit@youpi.com,"Hameau du hibours, 13370 Staro Selo",3863.5,3. M,0
419,419,1408,Jeanette,Bouillave,Jeanette.Bouillave@hotme.com,"Avenue des Schtroumps, 1180 Cheapbourg",4593.5,3. M,0
420,420,1099,Marc,Cule,Marc.Cule@yopmail.com,"Place des curkas, 50130 Staro Selo",3571.5,3. M,1
421,421,1856,Jean,Martin,Jean.Martin@gjunk.com,"Boulevard de la girafouine, 1180 Staro Selo",8.0,4. P,10
422,422,1981,Jeanette,Pavlovic,Jeanette.Pavlovic@minitel.fr,"Place des curkas, 1180 Staro Selo",3232.5,3. M,1
423,423,1906,Franck,Martin,Franck.Martin@gjunk.com,"Hameau du hibours, 50130 Montruc",115.0,4. P,9
424,424,1066,Jean,Lazare,Jean.Lazare@youpi.com,"Place des curkas, 1180 Staro Selo",746.0,4. P,15
425,425,1695,Laurent,Lazare,Laurent.Lazare@hotme.com,"Hameau du hibours, 50130 Montruc",1820.5,3. M,0
426,426,1816,Marc,Testit,Marc.Testit@gjunk.com,"Rue des bananes, 13370 Staro Selo",58.0,4. P,0
